0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7400000000000002,0.6900000000000002,0.5800000000000001,0.4099999999999999,0.3999999999999999,0.12999999999999967,0.11999999999999968,0.11999999999999968,0.08999999999999969,0.0
0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8199999999999998,0.5,0.3899999999999999,0.49,0.33999999999999986,0.2599999999999998,0.1599999999999997,0.1699999999999997,0.0599999999999997,0.0
0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6299999999999997,0.6500000000000001,0.44999999999999996,0.45999999999999996,0.45999999999999996,0.30999999999999983,0.0599999999999997,0.1499999999999997,0.04,0.0
0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7400000000000002,0.5900000000000001,0.55,0.48,0.45999999999999996,0.1599999999999997,0.18999999999999972,0.0799999999999997,0.08,0.0
0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7300000000000002,0.6800000000000002,0.5,0.3799999999999999,0.2999999999999998,0.17999999999999972,0.20999999999999974,0.09999999999999969,0.0699999999999997,0.0
0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7599999999999998,0.7000000000000002,0.52,0.43999999999999995,0.32999999999999985,0.2799999999999998,0.0699999999999997,0.0799999999999997,0.04,0.0
0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7799999999999998,0.7000000000000002,0.6000000000000001,0.48,0.3699999999999999,0.19999999999999973,0.1499999999999997,0.0599999999999997,0.01999999999999969,0.0
0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8899999999999999,0.7200000000000002,0.52,0.52,0.4099999999999999,0.2699999999999998,0.11999999999999968,0.0799999999999997,0.05,0.0
0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8799999999999999,0.7499999999999998,0.7000000000000002,0.3799999999999999,0.32999999999999985,0.1699999999999997,0.0799999999999997,0.0499999999999997,0.05,0.0
0.5,0.5,0.5,0.5,0.8300000000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.8300000000000003,0.5,0.47,0.34999999999999987,0.1699999999999997,0.08999999999999969,0.029999999999999694,0.029999999999999694,0.0
