0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7299999999999998,0.6700000000000002,0.6800000000000002,0.53,0.3999999999999999,0.31999999999999984,0.24999999999999978,0.1499999999999997,0.11999999999999968,0.0
0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7700000000000002,0.5900000000000001,0.5,0.5800000000000001,0.33999999999999986,0.43999999999999995,0.2599999999999998,0.1699999999999997,0.1699999999999997,0.0
0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8300000000000003,0.6800000000000002,0.54,0.47,0.4099999999999999,0.3999999999999999,0.21999999999999975,0.1499999999999997,0.0699999999999997,0.0
0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8299999999999998,0.6900000000000002,0.6600000000000001,0.48,0.33999999999999986,0.41999999999999993,0.24999999999999978,0.1599999999999997,0.17999999999999972,0.0
0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7800000000000002,0.7100000000000002,0.54,0.34999999999999987,0.45999999999999996,0.34999999999999987,0.2699999999999998,0.1699999999999997,0.13999999999999968,0.0
0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7900000000000003,0.7300000000000002,0.6100000000000001,0.5,0.53,0.33999999999999986,0.22999999999999976,0.08999999999999969,0.0499999999999997,0.0
0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8699999999999999,0.8000000000000003,0.7100000000000002,0.53,0.43999999999999995,0.4099999999999999,0.2599999999999998,0.17999999999999972,0.0599999999999997,0.0
0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7799999999999998,0.7900000000000003,0.6600000000000001,0.6200000000000001,0.42999999999999994,0.3599999999999999,0.2999999999999998,0.2599999999999998,0.17999999999999972,0.0
0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.8999999999999999,0.7300000000000002,0.51,0.3699999999999999,0.53,0.22999999999999976,0.21999999999999975,0.20999999999999974,0.0
0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8899999999999999,0.7599999999999998,0.6400000000000001,0.5900000000000001,0.43999999999999995,0.43999999999999995,0.2799999999999998,0.2699999999999998,0.18999999999999972,0.0
